eta,best_epoch,best_val_loss,core_scale,residual_mean,residual_last,residual_max,residual_downside,residual_volatility,effective_mean,effective_last,effective_max,effective_downside_signed,effective_volatility_signed
0.5,3,-0.00550034869229421,1.0115119218826294,0.015169259160757065,0.0034039665479213,0.008482091128826141,-0.005943566560745239,0.00025973698939196765,1.0145457737147807,0.00068079330958426,0.0016964182257652284,-0.30464228987693787,5.194739787839353e-05
1.0,3,-0.0054654971657631295,1.011002779006958,0.014314593747258186,0.0036394784692674875,0.008366759866476059,-0.0059926267713308334,0.0007028356194496155,1.0138656977564096,0.0007278956938534975,0.0016733519732952118,-0.30449935905635356,0.0001405671238899231
2.5,3,-0.005341778858564794,1.010633945465088,0.013506543822586536,0.002977068768814206,0.007403520401567221,-0.006326036993414164,4.435118171386421e-05,1.0133352542296052,0.0005954137537628412,0.0014807040803134443,-0.30445539103820923,8.870236342772841e-06
5.0,4,-0.005133442090785441,1.011926531791687,0.012710832990705967,0.0016252564964815974,0.006121800746768713,-0.009865920059382915,-0.002462765434756875,1.0144686983898281,0.00032505129929631953,0.0012243601493537428,-0.3055511435493827,-0.000492553086951375
10.0,4,-0.00472803939677154,1.0106638669967651,0.010372964665293694,-0.0007676893146708608,0.002183738397434354,-0.011019313707947731,-0.006206682417541742,1.012738459929824,-0.00015353786293417218,0.00043674767948687077,-0.3054030228406191,-0.0012413364835083486
